접점코드,판매점명,실판매POS,통신사,담당영업과장
S텔23426,준)화이트컴퍼니,휴대폰성지가호통신사천점,후불)텔링크SK,황병준
S텔18482,준)화이트컴퍼니,휴대폰백화점,후불)텔링크SK,황병준
S텔18471,준)화이트컴퍼니,유민이네텔레콤,후불)텔링크SK,황병준
S텔18470,준)화이트컴퍼니,휴대폰성지가호통신,후불)텔링크SK,황병준
S텔23975,열)화이트통신(광주),화이트통신,후불)텔링크SK,박종열
S텔21293,영)황금텔레콤,황금텔레콤,후불)텔링크SK,원세영
S텔21535,웅)황민글로벌,황민글로벌,후불)텔링크SK,정선웅
S텔15811,구)황산텔레콤,황산텔레콤,후불)텔링크SK,서승구
S텔24849,영)황소모바일(부평),황소모바일,후불)텔링크SK,원세영
S텔20158,수)황소폰(파주),황소폰,후불)텔링크SK,김성수
S텔21374,수)황제통신(대구),황제통신,후불)텔링크SK,김성수
S텔21258,수)회룡통신(중랑),회룡통신,후불)텔링크SK,김성수
S텔16303,구)효자통신(면목점),효자통신_면목점,후불)텔링크SK,서승구
S텔17679,수)후니모바일(강동),강동 후니모바일,후불)텔링크SK,김성수
S텔21818,수)후야통신(구리),후야통신,후불)텔링크SK,김성수
S텔20197,수)훈남모바일(장현),훈남모바일,후불)텔링크SK,김성수
S텔20260,수)훈민정음(미사),훈민정음(미사),후불)텔링크SK,김성수
S텔21775,수)훈민정음1(하남),훈민정음 본점,후불)텔링크SK,김성수
S텔20968,수)훈민정음3(하남),훈민정음텔레콤,후불)텔링크SK,김성수
S텔23088,웅)훈이통신,훈이통신,후불)텔링크SK,정선웅
S텔20167,수)휘텔레콤(종로),휘텔레콤,후불)텔링크SK,김성수
S텔26335,수)휴대폰#(세종),휴대폰#,후불)텔링크SK,김성수
S텔22150,영)휴대폰1번가(양산점),휴대폰1번가,후불)텔링크SK,원세영
S텔21576,수)휴대폰365아울렛(진접),휴대폰 365 아울렛 진접점,후불)텔링크SK,김성수
S텔16551,웅)휴대폰가게(구리),휴대폰가게,후불)텔링크SK,정선웅
S텔24052,웅)휴대폰가게(금촌),휴대폰가게,후불)텔링크SK,정선웅
S텔19891,민)휴대폰가게(당진),휴대폰가게,후불)텔링크SK,김민준
S텔21012,준)휴대폰가게(아산),휴대폰가게,후불)텔링크SK,황병준
S텔22558,구)휴대폰가게(안양),휴대폰가게,후불)텔링크SK,서승구
S텔21627,구)휴대폰가게(영주),휴대폰가게,후불)텔링크SK,서승구
S텔26025,구)휴대폰가게(MS)통신,휴대폰가게(MS)통신,후불)텔링크SK,서승구
S텔23129,열)휴대폰갤러리(천안),휴대폰갤러리(천안),후불)텔링크SK,박종열
S텔24254,구)휴대폰거래소(김해),휴대폰거래소,후불)텔링크SK,서승구
S텔21197,구)휴대폰거래소(김해),라비커뮤니케이션,후불)텔링크SK,서승구
S텔21385,열)휴대폰거래소(동탄),휴대폰거래소발안,후불)텔링크SK,박종열
S텔21350,열)휴대폰거래소(동탄),휴대폰거래소(동탄),후불)텔링크SK,박종열
S텔17498,열)휴대폰거래소(남양),휴대폰거래소남양,후불)텔링크SK,박종열
S텔24499,열)휴대폰거래소(향남),휴대폰거래소,후불)텔링크SK,박종열
S텔23918,열)휴대폰도매샾(퇴촌),휴대폰도매샾,후불)텔링크SK,박종열
S텔25152,민)휴대폰마트(당진),휴대폰마트,후불)텔링크SK,김민준
S텔24252,열)휴대폰맛집(성남),휴대폰맛집,후불)텔링크SK,박종열
S텔22244,수)휴대폰멀티점(상주),휴대폰 멀티점,후불)텔링크SK,김성수
S텔21947,수)휴대폰명가(대구),휴대폰명가,후불)텔링크SK,김성수
S텔20670,웅)휴대폰바로고(충주),휴대폰바로고(충주),후불)텔링크SK,정선웅
S텔26397,웅)휴대폰박사(속초),휴대폰박사,후불)텔링크SK,정선웅
S텔25023,영)휴대폰성지 경기광주 제이,휴대폰성지 경기광주 제이,후불)텔링크SK,원세영
S텔23675,열)휴대폰성지대한민국폰가게알람폰양산점,휴대폰성지대한민국폰가게알람폰양산점,후불)텔링크SK,박종열
S텔23681,열)휴대폰성지대한민국폰가게알람폰초량점,루이통신,후불)텔링크SK,박종열
S텔26447,영)휴대폰성지 사자폰 의정부점,휴대폰성지 사자폰 의정부뉴,후불)텔링크SK,원세영
S텔25749,구)휴대폰성지상계역점,휴대폰성지 상계역점,후불)텔링크SK,서승구
S텔21821,구)휴대폰성지옆커폰군산점,군산휴대폰성지,후불)텔링크SK,서승구
S텔25865,영)휴대폰성지 폰대장,휴대폰성지 폰대장,후불)텔링크SK,원세영
S텔25455,수)휴대폰성지(경산),휴대폰성지 경산점,후불)텔링크SK,김성수
S텔23748,열)휴대폰성지(구포),휴대폰성지구포,후불)텔링크SK,박종열
S텔25414,수)휴대폰성지(김해),휴대폰성지,후불)텔링크SK,김성수
S텔25454,수)휴대폰성지(대구),휴대폰성지,후불)텔링크SK,김성수
S텔23654,열)휴대폰성지(부산),휴대폰성지부산,후불)텔링크SK,박종열
S텔22224,열)휴대폰성지(부산금정),휴대폰성지알람폰금동통신,후불)텔링크SK,박종열
S텔25437,수)휴대폰성지(부산일광점),휴대폰성지 일광점,후불)텔링크SK,김성수
S텔25421,수)휴대폰성지(부산정관점),휴대폰성지 정관점,후불)텔링크SK,김성수
S텔25128,수)휴대폰성지(양산),휴대폰성지,후불)텔링크SK,김성수
S텔25438,수)휴대폰성지(양산중부점),휴대폰성지 중부점,후불)텔링크SK,김성수
S텔20327,민)휴대폰성지(의정부),의정부 휴대폰성지,후불)텔링크SK,김민준
S텔25965,민)휴대폰성지(인천),휴대폰성지 브라더통신,후불)텔링크SK,김민준
S텔25404,수)휴대폰성지(진주),휴대폰성지,후불)텔링크SK,김성수
S텔26202,수)휴대폰성지(창원용호점),휴대폰성지 창원용호점,후불)텔링크SK,김성수
S텔25210,수)휴대폰성지도매폰(시흥),휴대폰성지 도매폰,후불)텔링크SK,김성수
S텔24959,구)휴대폰성지라베니체폰2호점(은평),휴대폰성지라베니체폰2호점,후불)텔링크SK,서승구
S텔26382,영)휴대폰성지비비(용산),휴대폰성지BB,후불)텔링크SK,원세영
S텔25790,민)휴대폰성지알고동작본점(신대방),휴대폰성지알고동작본점,후불)텔링크SK,김민준
S텔21495,열)휴대폰성지알람폰루피통신(부산),휴대폰성지알람폰루피통신부산,후불)텔링크SK,박종열
S텔26352,수)휴대폰성지제이제이모바일(동탄),휴대폰성지 제이제이 모바일 동탄점,후불)텔링크SK,김성수
S텔26089,수)휴대폰성지최싸폰(양산중부점),휴대폰성지최싸폰 중부점,후불)텔링크SK,김성수
S텔25399,수)휴대폰성지최싸폰(진주),휴대폰 성지 최싸폰,후불)텔링크SK,김성수
S텔26095,수)휴대폰성지최싸폰(진주상대점),휴대폰성지최싸폰 상대점,후불)텔링크SK,김성수
S텔25403,수)휴대폰성지최싸폰하대점(진주),휴대폰성지 최싸폰 하대점,후불)텔링크SK,김성수
S텔26370,열)휴대폰성지폰방긋(진주),휴대폰성지폰방긋,후불)텔링크SK,박종열
S텔21686,영)휴대폰성지픽업폰(광주),광주 휴대폰성지픽업폰,후불)텔링크SK,원세영
S텔21667,영)휴대폰성지픽업폰(용인),용인 휴대폰성지픽업폰,후불)텔링크SK,원세영
S텔21670,영)휴대폰성지픽업폰(이천),휴대폰성지픽업폰,후불)텔링크SK,원세영
S텔22236,구)휴대폰쇼핑몰,휴대폰쇼핑몰,후불)텔링크SK,서승구
S텔20146,영)휴대폰싸다구(평택),휴대폰싸다구(평택),후불)텔링크SK,원세영
S텔25432,구)휴대폰아울렛(고성),휴대폰아울렛,후불)텔링크SK,서승구
S텔20157,영)휴대폰아울렛(광주),휴대폰아울렛(광주),후불)텔링크SK,원세영
S텔21812,영)휴대폰아울렛(영주),휴대폰아울렛,후불)텔링크SK,원세영
S텔16376,웅)휴대폰아울렛(천안),휴대폰아울렛,후불)텔링크SK,정선웅
S텔25169,열)휴대폰앤인터넷(장성),휴대폰앤인터넷,후불)텔링크SK,박종열
S텔21606,구)휴대폰일번가(두정점),휴대폰일번가(두정점),후불)텔링크SK,서승구
S텔24047,열)휴대폰점빵(여수),휴대폰점빵,후불)텔링크SK,박종열
S텔16101,열)휴대폰종합프라자(정읍),휴대폰종합프라자(정읍),후불)텔링크SK,박종열
S텔20225,웅)휴대폰천국,휴대폰천국,후불)텔링크SK,정선웅
S텔23074,영)휴대폰특판(산척점),휴대폰특판 산척점,후불)텔링크SK,원세영
S텔26354,영)휴대폰특판(안산점),휴대폰특판 사동점,후불)텔링크SK,원세영
S텔25751,수)휴대폰판매왕(천안),휴대폰판매왕 용곡점,후불)텔링크SK,김성수
S텔21846,열)휴대폰팩토리(대전)/M,휴대폰팩토리,후불)텔링크SK,박종열
S텔24630,영)휴대폰하우스(가경점),휴대폰하우스(가경점),후불)텔링크SK,원세영
S텔24963,열)휴대폰할인마트(거제),휴대폰할인마트,후불)텔링크SK,박종열
S텔22777,열)휴대폰할인마트(수지),휴대폰할인마트,후불)텔링크SK,박종열
S텔20764,웅)휴대폰할인매장(중계),휴대폰할인매장,후불)텔링크SK,정선웅
S텔24933,열)휴대폰할인카페(성남),휴대폰할인카페,후불)텔링크SK,박종열
S텔20510,구)휴대FUN(창원),휴대fun,후불)텔링크SK,서승구
S텔25218,영)흥아통신(김해),흥아통신(김해),후불)텔링크SK,원세영
S텔23401,영)흥화모바일(대구경산점),흥화모바일,후불)텔링크SK,원세영
S텔20847,영)흥화통신2(안산),흥화통신2,후불)텔링크SK,원세영
S텔22238,수)히어로즈 (길동),히어로즈,후불)텔링크SK,김성수
S텔22704,웅)히어로폰(경주),히어로폰,후불)텔링크SK,정선웅
S텔16383,웅)히트통신,히트통신,후불)텔링크SK,정선웅
S텔16007,구)BD통신,BD통신,후불)텔링크SK,서승구
S텔19845,영)BJ모바일(인천),BJ모바일,후불)텔링크SK,원세영
S텔23113,웅)BJ텔레콤,비제이텔레콤,후불)텔링크SK,정선웅
S텔22228,영)cs텔레콤(송파),CS텔레콤,후불)텔링크SK,원세영
S텔21033,협력)DC마트,니즈플러스광주지점DC,후불)텔링크SK,협력
S텔16569,구)DM프리넷,DM프리넷,후불)텔링크SK,서승구
S텔21633,웅)E통신,E통신,후불)텔링크SK,정선웅
S텔21789,준)HHC통신,에이치에이치씨(HHC)묵현2,후불)텔링크SK,황병준
S텔16413,구)HHC통신,HHC통신,후불)텔링크SK,서승구
S텔23295,열)I이동통신(영암),i이동통신,후불)텔링크SK,박종열
S텔23594,구)IT(전주),IT정보통신,후불)텔링크SK,서승구
S텔20266,열)JH모바일(수원),주식회사 제이에이치모바일,후불)텔링크SK,박종열
S텔22503,수)JN(창동),JN모바일,후불)텔링크SK,김성수
S텔20382,구)JS통신(수유),J. S통신,후불)텔링크SK,서승구
S텔21415,수)JY텔레콤(고양),제이와이(JY)텔레콤,후불)텔링크SK,김성수
S텔22098,구)KT한백텔레콤,KT한백텔레콤,후불)텔링크SK,서승구
S텔22080,수)msgj(장현),MSGJ모바일,후불)텔링크SK,김성수
S텔20954,영)PMJ캄보디아통신(안산),PMJ캄보디아통신,후불)텔링크SK,원세영
S텔16329,구)PS모바일,P.S모바일,후불)텔링크SK,서승구
S텔16370,웅)SH모바일,SH모바일,후불)텔링크SK,정선웅
S텔21783,열)SH정보통신(신흥),SH정보통신,후불)텔링크SK,박종열
S텔22157,구)SJ텔레콤(정읍),SJ텔레콤,후불)텔링크SK,서승구
S텔20561,구)SK숭인,SK숭인,후불)텔링크SK,서승구
S텔22222,구)SR모바일(고양),SR모바일,후불)텔링크SK,서승구
S텔22874,영)SSD헤렌텔레콤(용산),SSD헤렌텔레콤,후불)텔링크SK,원세영
S텔22179,수)sun텔레콤(중곡),SUN텔레콤,후불)텔링크SK,김성수
S텔25259,웅)SY모바일(성남),SY모바일,후불)텔링크SK,정선웅
S텔22818,웅)TB모바일/M,주식회사 티비모바일,후불)텔링크SK,정선웅
S텔15976,열)Ti모바일(잠실),TI모바일,후불)텔링크SK,박종열
S텔21816,준)TOP정보통신(파주),TOP정보통신,후불)텔링크SK,황병준
S텔24516,열)UM통신(여주),UM통신,후불)텔링크SK,박종열
S텔22186,수)vip텔레콤(중곡),브이아이피 (VIP) 텔레콤,후불)텔링크SK,김성수
S텔23235,민)위코리아,(주)위코리아,후불)텔링크SK,김민준
S텔26499,구)(주)온팩(광주),(주)온팩,후불)텔링크SK,서승구
S텔26482,열)행복통신(창원),휴대폰성지(행운),후불)텔링크SK,박종열
S텔26480,열)호수(수원),호수,후불)텔링크SK,박종열
S텔26491,구)이다글로벌,동탄휴대폰성지미소폰 병점지점,후불)텔링크SK,서승구
S텔26496,열)시네마통신(진주),시네마통신,후불)텔링크SK,박종열
S텔25810,민)우주모바일(인천),우주모바일,후불)텔링크SK,김민준
S텔26500,민)지니커뮤니케이션(양천구),지니커뮤니케이션,후불)텔링크SK,김민준
S텔24753,수)굿뉴스(중랑),굿뉴스,후불)텔링크SK,김성수
S텔26475,영)옆커폰(천안두정점),천안휴대폰성지 옆커폰 두정점,후불)텔링크SK,원세영
S텔26477,웅)(주)타이거글로벌86,(주)타이거글로벌86,후불)텔링크SK,정선웅
S텔17826,수)더라온,더라온,후불)텔링크SK,김성수
S텔26492,영)휴대폰싸다구(평택) 2호점,휴대폰싸다구,후불)텔링크SK,원세영
S텔26476,영)옆커폰(충주연수점),충주휴대폰성지 옆커폰 연수점,후불)텔링크SK,원세영
S텔26497,수)소망통신(미사),소망통신,후불)텔링크SK,김성수
S텔26506,수)이현컴퍼니(미사),이현컴퍼니,후불)텔링크SK,김성수
S텔26517,구)애니콜통신(전주),애니콜통신,후불)텔링크SK,서승구
S텔23209,민)교하퍼스트모바일(파주),교하퍼스트모바일,후불)텔링크SK,김민준
S텔26530,구)바른통신(광주),바른통신,후불)텔링크SK,서승구
S텔26522,민)가람폰마트(파주),가람폰마트,후불)텔링크SK,김민준
S텔26541,열)봄날(강북),봄날,후불)텔링크SK,박종열
S텔26511,우)진이모바일,진이모바일,후불)텔링크SK,김선우
S텔26540,영)옆커폰(강일점),휴대폰성지 옆커폰 고덕강일점,후불)텔링크SK,원세영
S텔26550,구)종걸모바일(중계),종걸모바일,후불)텔링크SK,서승구
S텔26552,민)조은(강변),조은,후불)텔링크SK,김민준
S텔26553,구)미소통신(중계),미소통신,후불)텔링크SK,서승구
S텔26562,민)비씨모바일(안산),비씨모바일,후불)텔링크SK,김민준
S텔26560,영)휴대폰24시(동두천),휴대폰24시,후불)텔링크SK,원세영
S텔26513,웅)서희도매통신(이천),서희도매통신,후불)텔링크SK,정선웅
S텔26577,준)착한핸드폰가게,착한핸드폰가게,후불)텔링크SK,황병준
S텔26536,열)주식회사벌집,호랑이,후불)텔링크SK,박종열
S텔26583,준)알뜰휴대폰 오산점,알뜰휴대폰 오산점,후불)텔링크SK,황병준
S텔26586,열)와이에스모바일(성남),와이에스모바일,후불)텔링크SK,박종열
S텔17173,영)인아정보(안산),인아정보,후불)텔링크SK,원세영
S텔25920,영)독도폰(경주),하이모바일코리아,후불)텔링크SK,원세영
S텔26527,웅)보스,(주)보스그룹 경운대학점,후불)텔링크SK,정선웅
S텔26578,영)바른중고폰(구미),바른중고폰,후불)텔링크SK,원세영
S텔20695,수)아이엔씨잠실새내(잠실),아이엔씨잠실새내,후불)텔링크SK,김성수
S텔21876,영)하랑모바일,하랑모바일,후불)텔링크SK,원세영
S텔21050,수)스마트폰면세점(트리지움점),스마트폰면세점 트리지움점,후불)텔링크SK,김성수
S텔26588,수)폰어게인(잠실),폰어게인,후불)텔링크SK,김성수
S텔26597,우)국대폰(어룡역점),핸드폰클리닉 원당점,후불)텔링크SK,김선우
S텔26601,영)대희통신(제천),대희통신,후불)텔링크SK,원세영
S텔26609,민)드림2(구로),드림2,후불)텔링크SK,김민준
S텔26623,열)다인정보통신(나주),다인정보통신,후불)텔링크SK,박종열
S텔26624,열)주식회사일함4,성지폰평택동삭점,후불)텔링크SK,박종열
S텔26620,열)주식회사일함2,국대폰(용죽점),후불)텔링크SK,박종열
S텔26621,열)주식회사일함3,국대폰(평택직영점),후불)텔링크SK,박종열
S텔26605,웅)알뜰통신요기요(송파),알뜰통신요기요,후불)텔링크SK,정선웅
S텔26189,민)도매폰2010(평택),도매폰 2010,후불)텔링크SK,김민준
S텔22671,구)탑모바일(상주),탑모바일,후불)텔링크SK,서승구
S텔26642,구)트러스트통신(창원),트러스트통신,후불)텔링크SK,서승구
S텔26640,준)제이제이,더블제이,후불)텔링크SK,황병준
S텔25743,수)이온정보통신(위례),이온정보통신,후불)텔링크SK,김성수
S텔20557,영)픽스굿(서대문),픽스굿,후불)텔링크SK,원세영
S텔26630,웅)주식회사올웨이(중곡),주식회사올웨이,후불)텔링크SK,정선웅
S텔26650,수)통큰통신휴대폰성지(암사),통큰통신휴대폰성지,후불)텔링크SK,김성수
S텔26652,우)국대폰(어룡역점),핸드폰클리닉 다산점,후불)텔링크SK,김선우
S텔26656,구)한텔레콤(전주),한텔레콤,후불)텔링크SK,서승구
S텔24011,민)천일텔레콤(강서구),천일텔레콤,후불)텔링크SK,김민준
S텔21037,수)파인애플통신(잠실),파인애플통신,후불)텔링크SK,김성수
S텔26660,수)통큰통신휴대폰성지(송파),통큰통신휴대폰성지,후불)텔링크SK,김성수
S텔26673,구)휴대폰성지킹폰(대전),휴대폰성지킹폰,후불)텔링크SK,서승구
S텔25090,민)주식회사 드로인(금천구),주식회사 드로인,후불)텔링크SK,김민준
S텔26668,준)제이제이,휴대폰파는총각 신월정점,후불)텔링크SK,황병준
S텔22760,민)티지모바일(관악구),티지모바일,후불)텔링크SK,김민준
S텔24949,민)폰온(용인),폰온,후불)텔링크SK,김민준
S텔26685,구)굿모닝목4점,논스톱컴퍼니,후불)텔링크SK,서승구
S텔26691,민)난곡아이티(관악구),난곡아이티,후불)텔링크SK,김민준
S텔26693,민)휴대폰도매총판 천안점,휴대폰도매총판 천안점,후불)텔링크SK,김민준
S텔26697,민)휴대폰도매총판 천안점,휴대폰도매총판 안성점,후불)텔링크SK,김민준
S텔26696,민)휴대폰도매총판 천안점,천안텔레콤,후불)텔링크SK,김민준
S텔26666,열)대전이동통신,대전이동통신,후불)텔링크SK,박종열
S텔26698,열)와이즈텔레콤(연천),와이즈텔레콤,후불)텔링크SK,박종열
S텔26602,준)승승장구,주식회사 휴대폰맛집,후불)텔링크SK,황병준
S텔26692,영)디엔리모바일,디엔리모바일,후불)텔링크SK,원세영
S텔26670,수)스마트폰면세점(송파),스마트폰면세점,후불)텔링크SK,김성수
S텔26072,웅)STP컴퍼니,STP컴퍼니,후불)텔링크SK,정선웅
S텔20633,웅)휴대폰천국 황금점(대구),휴대폰천국 황금점,후불)텔링크SK,정선웅
S텔26681,수)일등폰(양산),일등폰,후불)텔링크SK,김성수
S텔25908,영)미얀골(부평),미얀골,후불)텔링크SK,원세영
S텔26694,웅)청백텔레콤(월계),청백텔레콤,후불)텔링크SK,정선웅
S텔26525,영)옆커폰(광흥창점),휴대폰성지 옆커폰 광흥창역점,후불)텔링크SK,원세영
S텔24743,열)알뜰모바일(대구),알뜰모바일,후불)텔링크SK,박종열
S텔26753,열)폰짱통신(강동),메인텔레콤,후불)텔링크SK,박종열
S텔26746,준)(주)스마일커뮤니티,휴대폰성지 신림점,후불)텔링크SK,황병준
S텔26740,웅)픽스모아 영종도 아이폰수리24시,픽스모아 영종도 아이폰수리24시,후불)텔링크SK,정선웅
S텔26741,웅)이엔케이,이엔케이,후불)텔링크SK,정선웅
S텔26141,열)은성통신(전주),은성통신,후불)텔링크SK,박종열
S텔26770,열)포승폰(평택),평택휴대폰성지 포승폰,후불)텔링크SK,박종열
S텔24631,구)논산통신,논산통신,후불)텔링크SK,서승구
S텔26775,구)프라임모바일(논산),프라임모바일,후불)텔링크SK,서승구
S텔26777,민)멘토박스(강변),멘토박스,후불)텔링크SK,김민준
S텔26764,수)휴대폰성지(좌동점),휴대폰성지 좌동점,후불)텔링크SK,김성수
S텔26754,수)알에스모바일(평내),알에스모바일,후불)텔링크SK,김성수
S텔26766,웅)하이컴퍼니,하이컴퍼니,후불)텔링크SK,정선웅
S텔26784,영)옆커폰(천안청당점),휴대폰성지 옆커폰 천안청당점,후불)텔링크SK,원세영
S텔25293,수)JK텔레콤(구리),JK텔레콤,후불)텔링크SK,김성수
S텔26783,수)더블S(구리),더블S,후불)텔링크SK,김성수
S텔26767,구)다온통신(청주),다온통신,후불)텔링크SK,서승구
S텔26785,영)옆커폰(수유점),휴대폰성지 옆커폰 수유점,후불)텔링크SK,원세영
S텔26788,웅)광성텔레콤,광성텔레콤,후불)텔링크SK,정선웅
S텔26790,영)옆커폰(대전은행점),휴대폰성지 옆커폰 대전은행점,후불)텔링크SK,원세영
S텔26800,민)와이에이치모바일(오산),와이에이치모바일(오산),후불)텔링크SK,김민준
S텔26797,구)민지정보(안양),민지정보,후불)텔링크SK,서승구
S텔20504,구)일등통신 초전(성주),일등통신 초전,후불)텔링크SK,서승구
S텔20499,구)일등통신 가야(합천),일등통신 가야,후불)텔링크SK,서승구
S텔26811,수)휴대폰성지 슈퍼맨텔레콤(창원팔용점),휴대폰성지 슈퍼맨텔레콤 창원팔용점,후불)텔링크SK,김성수
S텔26813,수)주)콜비서(대구),주)콜비서,후불)텔링크SK,김성수
S텔26804,수)베스트텔레콤(뚝섬),베스트텔레콤,후불)텔링크SK,김성수
S텔26812,수)휴대폰스토리(수유),휴대폰스토리,후불)텔링크SK,김성수
S텔26821,열)탑모바일(일산),탑모바일,후불)텔링크SK,박종열
S텔26834,구)필휴대폰통신(속초),필휴대폰통신,후불)텔링크SK,서승구
S텔24678,민)정직한모바일샵(화성),정직한모바일샵,후불)텔링크SK,김민준
S텔26826,준)승승장구,상승모바일12호,후불)텔링크SK,황병준
S텔26829,웅)주식회사광산(대전),주식회사광산,후불)텔링크SK,정선웅
S텔26828,영)옆커폰(광주경안점),휴대폰성지 옆커폰경안점,후불)텔링크SK,원세영
S텔26837,웅)제이엠넷(부산),제이엠넷,후불)텔링크SK,정선웅
S텔20356,영)투게더(부평),투게더,후불)텔링크SK,원세영
S텔16162,수)유진텔레콤(충주),유진텔레콤,후불)텔링크SK,김성수
S텔23906,영)연결통신(천안),천안선불폰중고폰 연결통신,후불)텔링크SK,원세영
S텔26662,영)천안통신업무모바일(천안),천안통신업무모바일,후불)텔링크SK,원세영
S텔25424,영)별해모바일(오송점),휴대폰 성지 별해모바일 청주점,후불)텔링크SK,원세영
S텔26835,웅)싸이통신,싸이통신,후불)텔링크SK,정선웅
S텔20664,민)폰하우스(대전),폰하우스,후불)텔링크SK,김민준
S텔21009,민)폰아저씨(대전),폰아저씨,후불)텔링크SK,김민준
S텔26857,준)람경통신,람경통신 부산점,후불)텔링크SK,황병준
S텔25384,구)주식회사 로사네트워크(태백),주식회사 로사네트워크,후불)텔링크SK,서승구
S텔26860,준)승승장구,상승모바일10호,후불)텔링크SK,황병준
S텔25503,웅)휴대폰일번가(대전),휴대폰일번가,후불)텔링크SK,정선웅
S텔23440,수)하나로텔레콤(제천),하나로텔레콤,후불)텔링크SK,김성수
S텔26851,수)소바진네트웍스(제천),소바진네트웍스,후불)텔링크SK,김성수
S텔19202,수)세은통신(원주),세은통신,후불)텔링크SK,김성수
S텔26862,수)수정모바일(원주),수정모바일,후불)텔링크SK,김성수
S텔25664,민)휴대폰아울렛(홍성),휴대폰아울렛,후불)텔링크SK,김민준
S텔16059,민)다인텔레콤(수원),다인텔레콤,후불)텔링크SK,김민준
S텔26901,구)훈이한국통신(전주),훈이한국통신,후불)텔링크SK,서승구
S텔24905,준)람경통신,우현물류,후불)텔링크SK,황병준
S텔26881,민)블루텔레콤(구리),블루텔레콤,후불)텔링크SK,김민준
S텔25766,구)폰마트 휴대폰쇼핑몰(전주),폰마트 휴대폰쇼핑몰,후불)텔링크SK,서승구
S텔26877,준)브라더,휴대폰성지 휴대폰맛집,후불)텔링크SK,황병준
S텔20446,민)뉴우주상사(대전),뉴우주상사,후불)텔링크SK,김민준
S텔26899,민)(주)엠제이통신(인천),주식회사 엠제이통신,후불)텔링크SK,김민준
S텔26908,구)폰대장(군산),폰대장,후불)텔링크SK,서승구
S텔23004,민)브이텔레콤(청주),브이텔레콤,후불)텔링크SK,김민준
S텔18669,구)정원텔레콤(부산),정원텔레콤,후불)텔링크SK,서승구
S텔26909,민)청주휴대폰성지꿀폰(청주),청주휴대폰성지꿀폰,후불)텔링크SK,김민준
S텔22581,열)휴대폰놀이터(부산),휴대폰놀이터,후불)텔링크SK,박종열
S텔20714,민)다우통신,다우통신,후불)텔링크SK,김민준
S텔26892,영)옆커폰(상도점),휴대폰성지옆커폰상도점,후불)텔링크SK,원세영
S텔26910,수)공주폰(공주),공주폰,후불)텔링크SK,김성수
S텔26887,영)돌고래통신(쌍문점),광수통신,후불)텔링크SK,원세영
S텔26876,수)휴대폰맛집(호평),휴대폰맛집,후불)텔링크SK,김성수
S텔26906,수)제이제이모바일(안산),제이제이모바일,후불)텔링크SK,김성수
S텔26292,수)스마트폰면세점(봉담),스마트폰면세점 봉담점,후불)텔링크SK,김성수
S텔26942,열)(주)소이컴퍼니(금천),주식회사 소이컴퍼니,후불)텔링크SK,박종열
S텔26947,열)능곡폰마트(시흥),능곡폰마트,후불)텔링크SK,박종열
S텔26948,영)옆커폰(세종도담점),휴대폰성지 옆커폰 세종도담점,후불)텔링크SK,원세영
S텔25148,구)와이엠모바일(군산),와이엠모바일,후불)텔링크SK,서승구
S텔26929,준)람경통신,람경통신 부경점,후불)텔링크SK,황병준
S텔25707,열)바가모바일(수원),바가 모바일,후불)텔링크SK,박종열
S텔26959,열)케이모바일(부천신중동점),케이모바일 신중동점,후불)텔링크SK,박종열
S텔24008,구)군산 휴대폰성지,군산 휴대폰성지,후불)텔링크SK,서승구
S텔26971,열)행복통신(조암),행복통신,후불)텔링크SK,박종열
S텔26362,수)BF텔레콤(명일),BF텔레콤,후불)텔링크SK,김성수
S텔26972,수)에이비씨모바일(천호),에이비씨모바일,후불)텔링크SK,김성수
S텔26704,우)국대폰(어룡역점),휴대폰맛집 옥정점,후불)텔링크SK,김선우
S텔26916,영)옆커폰(용인성복역점),휴대폰성지 옆커폰 성복역점,후불)텔링크SK,원세영
S텔26711,열)맥스컴퍼니(동탄),맥스모바일,후불)텔링크SK,박종열
S텔23878,영)꿀폰마켓,꿀폰마켓,후불)텔링크SK,원세영
S텔26702,수)휴대폰성지최싸폰(양산중부점),최싸폰중부점,후불)텔링크SK,김성수
S텔20545,민)에스지프렌즈(장곡),에스지프렌즈,후불)텔링크SK,김민준
S텔26718,민)시내통신(동두천),시내통신,후불)텔링크SK,김민준
S텔25759,구)쌍둥이폰가게(김해),쌍둥이폰가게,후불)텔링크SK,서승구
S텔26036,준)제이제이,휴대폰파는총각옥곡점,후불)텔링크SK,황병준
S텔20807,구)시민정보(창원),시민정보,후불)텔링크SK,서승구
S텔26915,민)효림텔레콤(원주),효림텔레콤,후불)텔링크SK,김민준
S텔26872,준)주식회사 휴대폰맛집,휴대폰성지휴대폰맛집(검단점),후불)텔링크SK,황병준
S텔26714,우)노란마켓,노란마켓,후불)텔링크SK,김선우
S텔26055,수)착한휴대폰(동대문),착한휴대폰,후불)텔링크SK,김성수
S텔25521,수)아프리카중고폰(수유),아프리카중고폰,후불)텔링크SK,김성수
S텔21716,영)민텔레콤(제천),민텔레콤,후불)텔링크SK,원세영
S텔26710,영)에스와이모바일,에스와이모바일,후불)텔링크SK,원세영
S텔26705,영)옆커폰 분당오리점,옆커폰 분당오리점,후불)텔링크SK,원세영
S텔24877,웅)그레이슬,그레이슬,후불)텔링크SK,정선웅
